observer,journal,DOI/title,study_year,study_type,country_region,subject_matter,plot_res,n_sites,sampled_area,samp_duration,t_btwn_samp,study_duration,study_span,composition,structure,function,tax_breadth,DOI_data_source,sensitivity,notes,exclusion reason,,,,,,,,,
Ahmed,Biological Conservation,10.1016/j.biocon.2008.08.021,2008,field/direct observation,"Southern Tablelands of New South Wales, Australia",How fragmentation affects remnant vegetation in southeast Australia,12500.0000000,10,12.5,0.083333333,365,1,730,2,3,1,1,10.1016/j.biocon.2006.08.004,plot_res; n_sites; sampled_area; samp_duration; t_btwn_samp; study_duration,Lade vale,,,,,,,,,,
Ahmed,Biological Conservation,10.1016/j.biocon.2008.08.021,2008,field/direct observation,"Southern Tablelands of New South Wales, Australia",How fragmentation affects remnant vegetation in southeast Australia,105000.0000000,10.5,110.25,0.083333333,365,1,730,2,3,1,1,10.1016/j.biocon.2006.08.004,plot_res; n_sites; sampled_area; samp_duration; t_btwn_samp; study_duration,Black flat,,,,,,,,,,
Ahmed,Biological Conservation,10.1016/j.biocon.2008.08.021,2008,field/direct observation,"Southern Tablelands of New South Wales, Australia",How fragmentation affects remnant vegetation in southeast Australia,2000.0000000,1,0.2,0.083333333,365,1,730,2,3,1,1,10.1016/j.biocon.2006.08.004,plot_res; n_sites; sampled_area; samp_duration; t_btwn_samp; study_duration,Scabbing flat,,,,,,,,,,
Ahmed,Biological Conservation,10.1016/j.biocon.2008.08.021,2008,field/direct observation,"Southern Tablelands of New South Wales, Australia",How fragmentation affects remnant vegetation in southeast Australia,14444.4444444,13,18.77777778,0.083333333,365,1,730,2,3,1,1,10.1016/j.biocon.2006.08.004,plot_res; n_sites; sampled_area; samp_duration; t_btwn_samp; study_duration,Grabben Gullen,,,,,,,,,,
Ahmed,Biological Conservation,10.1016/j.biocon.2008.08.021,2008,field/direct observation,"Southern Tablelands of New South Wales, Australia",How fragmentation affects remnant vegetation in southeast Australia,16111.1111111,14.5,23.36111111,0.083333333,365,1,730,2,3,1,1,10.1016/j.biocon.2006.08.004,plot_res; n_sites; sampled_area; samp_duration; t_btwn_samp; study_duration,Pudmans,,,,,,,,,,
Ahmed,Biological Conservation,10.1016/j.biocon.2008.08.021,2008,field/direct observation,"Southern Tablelands of New South Wales, Australia",How fragmentation affects remnant vegetation in southeast Australia,4318.1818182,19,8.204545455,0.083333333,365,1,730,2,3,1,1,10.1016/j.biocon.2006.08.004,plot_res; n_sites; sampled_area; samp_duration; t_btwn_samp; study_duration,Queensgallery,,,,,,,,,,
Ahmed,Frontiers in Ecology and the Environment,No DOI,2013,field/direct observation,"Mount Banahaw, Luzon, Philippines",microclimate induced aboreality in frogs,16.0000000,59,0.0944,0.020833333,0.5,0.041666667,272,3,2,0,2,http://dx.doi.org/10.1098/rspb.2013.1581,plot_res; t_btwn_samp,Tree canopy data - the Philippines,,,,,,,,,,
Ahmed,Frontiers in Ecology and the Environment,No DOI,2013,field/direct observation,Singapore,microclimate induced aboreality in frogs,16.0000000,8,0.0128,0.020833333,0.5,0.041666667,272,3,2,0,2,http://dx.doi.org/10.1098/rspb.2013.1581,plot_res; t_btwn_samp,Tree canopy data - Singapore,,,,,,,,,,
Ahmed,Frontiers in Ecology and the Environment,No DOI,2013,automated data collection,"Mount Banahaw, Luzon, Philippines",microclimate induced aboreality in frogs,0.0236423,60,0.000141854,1.15764E-05,0.010416667,0.136694,152,0,2,0,0,http://dx.doi.org/10.1098/rspb.2013.1581,n_sites; sampled_area; samp_duration, air temp and min. moisture data - The Philippines,,,,,,,,,,
Ahmed,Frontiers in Ecology and the Environment,No DOI,2013,field/direct observation,"Mount Banahaw, Luzon, Philippines",microclimate induced aboreality in frogs,40.0000000,59,0.236,0.000694444,1,0.040972222,272,1,2,0,2,http://dx.doi.org/10.1098/rspb.2013.1581,n_sites; sampled_area; t_btwn_samp; study_duration; study_span,Tree transect survey - The Philippines,,,,,,,,,,
Ahmed,Frontiers in Ecology and the Environment,No DOI,2013,field/direct observation,Singapore,microclimate induced aboreality in frogs,40.0000000,8,0.032,0.000694444,1,0.005555556,272,1,2,0,2,http://dx.doi.org/10.1098/rspb.2013.1581,n_sites; sampled_area; t_btwn_samp; study_duration; study_span,Tree transect survey - Singapore,,,,,,,,,,
Ahmed,Proceedings of the Royal Society B-Biological Sciences,10.1098/rspb.2013.1520 ,2013,field/direct observation,"Chacamax River, Chiapas, Mexico ",Invasive aquarium fish species that alter nutrient dynamics in rivers,16500.0000000,1,1.65,0.125,127.1666667,1.25,821,2,1,0,1,,plot_res; samp_duration,Pterygoplichthys and native fish density,,,,,,,,,,
Ahmed,Proceedings of the Royal Society B-Biological Sciences,10.1098/rspb.2009.2342 ,2010,automated data collection,"Wood River system, southwestern Alaska",Influence of spawning salmon on phenology of insects in southwestern Alaska,0.0008949,10,8.94904E-07,1.15764E-05,0.010416667,0.00070616,61,0,0,0,0,,"plot_res; n_sites; sampled_area; samp_duration, t_btwn_samp",Temperature data from July to August (2007),,,,,,,,,,
Ahmed,Proceedings of the Royal Society B-Biological Sciences,10.1098/rspb.2009.2342 ,2010,automated data collection,"Wood River system, southwestern Alaska",Influence of spawning salmon on phenology of insects in southwestern Alaska,0.0011092,5,5.54619E-07,1.15764E-05,0.010416667,0.004236958,366,0,0,0,0,,"plot_res; n_sites; sampled_area; samp_duration, t_btwn_samp","Temperature data from September, 2007 to September, 2008",,,,,,,,,,
Ahmed,Proceedings of the Royal Society B-Biological Sciences,10.1098/rspb.2009.2342 ,2010,field/direct observation,"Wood River system, southwestern Alaska",Influence of spawning salmon on phenology of insects in southwestern Alaska,0.0929030,1063,0.009875593,0.020833333,11.3,22.14583333,1217,1,0,0,2,,plot_res; sampled_area; samp_duration,Benthic insect capturing,,,,,,,,,,
Ahmed,Proceedings of the Royal Society B-Biological Sciences,10.1098/rspb.2009.2342 ,2010,field/direct observation,"Wood River system, southwestern Alaska",Influence of spawning salmon on phenology of insects in southwestern Alaska,0.0345000,2,0.0000069,0.041666667,2,3.25,78,1,0,0,2,,n_sites; sampled_area,Emergence traps for insects,,,,,,,,,,
Ahmed,Biological Conservation,10.1016/j.biocon.2014.02.010,2014,field/direct observation,"Scotian Shelf, Nova Scotia, Canada",Surveying seabirds at-sea to create distribution models,366371.6694115,76,2784.424688,0.003472222,1,0.263888889,1340,2,0,0,2,,plot_res; sampled_area; t_btwn_samp,Includes flying and swimming birds,,,,,,,,,,
Ahmed,Proceedings of the Royal Society B-Biological Sciences,10.1098/rspb.2007.1260 ,2008,field/direct observation,Northern Territory of Australia,Testing horizontal transmission of HeV in flying foxes population,0.3750000,664,0.0249,0.010416667,90,6.916666667,515,2,1,0,0,,plot_res; n_sites; samp_duration; study_duration,Bat trappings using mist-nets and blood serology collections. Individual bats used instead of mist-net as plot resolution because no dimensions provided,,,,,,,,,,
Ahmed,Global Ecology and Biogeography,10.1111/j.1466-822X.2006.00193.x,2003,field/direct observation,"Sesia valley, northern Italy",,0.0005000,320,0.000016,0.003472222,226,1.944444444,821,3,0,0,3,10.1002/iroh.200310639; http://www2.muse.it/pubblicazioni/5/actaB80/02_actaBIO_fontaneto.pdf; 0.1007/s10750-004-5495-6,samp_duration; t_btwn_samples; study_duration,"dry, lentic and lotic moss data. See DOI data source for extracted data from papers",,,,,,,,,,
Ahmed,Agriculture Ecosystems & Environment,10.1016/j.agee.2013.07.007,2013,field/direct observation,"Zone Atelier “Plaines et Val de Sèvres”, Poitou-Charentes region, France",Use of agri-envrionmental schemes (AES) by  honey bees and wild bees foraging,100.0000000,812,8.12,0.020833333,147.2,16.91666667,844,2,1,1,1,,plot_res; sampled_area; samp_duration,sampling of AES habitats (two sampling methods merged as single effect),,,,,,,,,,
Ahmed,Ecological Applications,10.1890/09-2178.1,2011,field/direct observation,"Laurentian Shield, Quebec, Canada",,215.6000000,90,1.9404,0.010416667,0.0125,2.8125,10,3,3,0,2,,plot_res; samp_duration; study_duration,Lake Drouin - Fish community,,,,,,,,,,
Ahmed,Ecological Applications,10.1890/09-2178.1,2011,field/direct observation,"Laurentian Shield, Quebec, Canada",,207.6000000,60,1.2456,0.010416667,0.0125,1.875,10,3,2,0,2,,plot_res; samp_duration; study_duration,Lake Pare - Fish community,,,,,,,,,,
Ahmed,Ecological Applications,10.1890/09-2178.1,2011,field/direct observation,"Laurentian Shield, Quebec, Canada",,1.0000000,600,0.06,0.010416667,0.0125,1.5625,10,2,1,0,0,,plot_res; samp_duration; study_duration,Density of macrophytes,,,,,,,,,,
Ahmed,Biogeosciences,10.5194/bg-10-6879-2013,2013,automated data collection,"Murray Ridge, northern Arabian Sea",bacterial role in carbon recycling in Arabian sea's oxygen minimum zone,0.0047784,2,9.55672E-07,0.000694444,1,1,31,0,0,1,0,,samp_duration; t_btwn_samp; study_duration,Oxygen concentration,,,,,,,,,,
Ahmed,Biogeosciences,10.5194/bg-10-6879-2013,2013,automated data collection,"Murray Ridge, northern Arabian Sea",bacterial role in carbon recycling in Arabian sea's oxygen minimum zone,0.0314159,20,6.28319E-05,0.003472222,0.020833333,1,31,2,1,2,3,,samp_duration; t_btwn_samp; study_duration,Soil core samples,,,,,,,,,,
Ahmed,Oecologia,10.1007/s00442-012-2371-3,2012,field/direct observation,"Canton of Uri and Tincino, Switzerland ",soil respiration as proxy to understanding of NPP at high and low elevation in Alps,100.0000000,12,0.12,0.041666667,330,4.5,1095,2,2,1,1,,t_btwn_samp; study_duration; study_span,Basal area,,,,,,,,,,
Ahmed,Oecologia,10.1007/s00442-012-2371-3,2012,automated data collection,"Canton of Uri and Tincino, Switzerland ",soil respiration as proxy to understanding of NPP at high and low elevation in Alps,0.0007069,8,5.65487E-07,0.000694444,0.041666667,1095.138889,30,0,0,0,0,,n_sites; study_duration,Air and Soil Temperature,,,,,,,,,,
Ahmed,Oecologia,10.1007/s00442-012-2371-3,2012,automated data collection,"Canton of Uri and Tincino, Switzerland ",soil respiration as proxy to understanding of NPP at high and low elevation in Alps,0.0158368,4,6.33471E-06,1.15741E-05,0.041666667,1,1095,0,0,1,0,,plot_res; samp_duration; study_duration; study_span,Percipitation,,,,,,,,,,
Ahmed,Oecologia,10.1007/s00442-012-2371-3,2012,automated data collection,"Canton of Uri and Tincino, Switzerland ",soil respiration as proxy to understanding of NPP at high and low elevation in Alps,0.0241200,16,0.000038592,1.15741E-07,0.041666667,1,1095,0,0,1,0,,study_duration; study_span,Soil Moisture,,,,,,,,,,
Ahmed,Oecologia,10.1007/s00442-012-2371-3,2012,field/direct observation,"Canton of Uri and Tincino, Switzerland ",soil respiration as proxy to understanding of NPP at high and low elevation in Alps,0.5292000,4,0.00021168,1.15741E-05,0,1,30,2,1,0,1,,n_sites; study_duration,Leaf Area Index (LAI),,,,,,,,,,
Ahmed,Oecologia,10.1007/s00442-012-2371-3,2012,field/direct observation,"Canton of Uri and Tincino, Switzerland ",soil respiration as proxy to understanding of NPP at high and low elevation in Alps,0.0010000,4,0.0000004,0.000694444,0,1,30,2,1,0,1,,plot_res; n_sites; t_btwn_samp; study_duration; study_span,Leaf Area (LA),,,,,,,,,,
Ahmed,Oecologia,10.1007/s00442-012-2371-3,2012,field/direct observation,"Canton of Uri and Tincino, Switzerland ",soil respiration as proxy to understanding of NPP at high and low elevation in Alps,0.2500000,24,0.0006,1,270,276,1095,2,1,1,1,,samp_duration; t_btwn_samp; study_duration; study_span,Canopy leaf litter fall,,,,,,,,,,
Ahmed,Oecologia,10.1007/s00442-012-2371-3,2012,field/direct observation,"Canton of Uri and Tincino, Switzerland ",soil respiration as proxy to understanding of NPP at high and low elevation in Alps,0.0009621,160,1.53938E-05,0.003472222,0.013888889,0.555555556,30,2,1,2,0,,samp_duration; t_btwn_samp; study_span,Soil Cores,,,,,,,,,,
Ahmed,Oecologia,10.1007/s00442-012-2371-3,2012,automated data collection,"Canton of Uri and Tincino, Switzerland ",soil respiration as proxy to understanding of NPP at high and low elevation in Alps,0.0314159,48,0.000150796,0.000694444,21,0.072222222,334,2,1,2,0,,samp_duration; t_btwn_sample; study_duration; study_span,Soil Respiration,,,,,,,,,,
Ahmed,Oecologia,10.1007/s00442-012-2371-3,2012,field/direct observation,"Canton of Uri and Tincino, Switzerland ",soil respiration as proxy to understanding of NPP at high and low elevation in Alps,0.0019415,48,9.31922E-06,0.000694444,21,0.035416667,334,0,0,0,0,,n_sites; samp_duration; t_btwn_samp; study_duration; study_span,Manual - Soil Temperature (Chamber sites),,,,,,,,,,
Ahmed,Oecologia,10.1007/s00442-012-2371-3,2012,field/direct observation,"Canton of Uri and Tincino, Switzerland ",soil respiration as proxy to understanding of NPP at high and low elevation in Alps,0.1583363,48,0.000760014,0.000694444,21,0.035416667,334,0,0,1,0,,n_sites; samp_duration; t_btwn_samp; study_duration; study_span,Manual - Soil Moisture (Chamber sites),,,,,,,,,,
Ahmed,Oecologia,10.1007/s00442-012-2371-3,2012,automated data collection,"Canton of Uri and Tincino, Switzerland ",soil respiration as proxy to understanding of NPP at high and low elevation in Alps,0.0314159,11,3.45575E-05,0.000694444,15.5,0.030555556,62,2,1,2,0,,n_sites; samp_duration; t_btwn_samp; study_duration,Soil Respiration @ Supplementary sites,,,,,,,,,,
Ahmed,Oecologia,10.1007/s00442-012-2371-3,2012,field/direct observation,"Canton of Uri and Tincino, Switzerland ",soil respiration as proxy to understanding of NPP at high and low elevation in Alps,0.0009621,8,7.6969E-07,0.003472222,0.041666667,0.166666667,31,1,1,2,0,,samp_duration; t_btwn_samp; study_span,Soil Physiochemical analysis,,,,,,,,,,
Ahmed,Proceedings of the Royal Society B-Biological Sciences,10.1098/rspb.2007.1067 ,2007,field/direct observation,"48°10__N, 16°12__W, Atlantic Ocean; 41°43__N, 49°56__W, Atlantic Ocean",Fungal diversity in deep oceans,0.0020268,4,8.10732E-07,0.001388889,0.041666667,0.005555556,30,3,1,0,3,,plot_res; samp_duration; t_btwn_samp; study_duration; study_span; function,Wrecks of Bismarck and Titanic,,,,,,,,,,
Ahmed,Proceedings of the Royal Society B-Biological Sciences,10.1098/rspb.2007.1067 ,2007,field/direct observation,"36°6__N, 33°11__W, Mid-Atlantic Ridge, Atlantic Ocean",Fungal diversity in deep oceans,0.0078540,1,7.85398E-07,0.003472222,0.041666667,15,30,3,0,0,3,10.1073/pnas.0235779100,plot_res; samp_duration; t_btwn_samp; study_span; function,Mid-Atlantic Ridge - Rainbow hydrothermal sediment,,,,,,,,,,
Ahmed,Proceedings of the Royal Society B-Biological Sciences,10.1098/rspb.2007.1067 ,2007,field/direct observation,"37°17__N, 32°16__W, Mid-Atlantic Ridge, Atlantic Ocean",Fungal diversity in deep oceans,0.0020268,1,2.02683E-07,0.000694444,0.041666667,15,30,3,0,0,3,10.1073/pnas.0235779100,plot_res; samp_duration; t_btwn_samp; study_span; function,Mid-Atlantic Ridge/Lucky Strike Site - Plastic mesh,,,,,,,,,,
Ahmed,Proceedings of the Royal Society B-Biological Sciences,10.1098/rspb.2007.1067 ,2007,field/direct observation,"59°19_48__S, 55°45_11__W, Drake Passage, Atlantic Ocean; 59°19_48__S, 55°45_11__W, Drake Passage, Atlantic Ocean",Fungal diversity in deep oceans,0.0020268,4,8.10732E-07,0.000694444,0.041666667,0.002777778,31,3,0,0,3,10.1038/35054537,plot_res; samp_duration; t_btwn_samp; study_duration,Drake Passage & Drake Passage (Shallow marine site),,,,,,,,,,
Ahmed,Proceedings of the Royal Society B-Biological Sciences,10.1098/rspb.2007.1067 ,2007,field/direct observation,"27°35__N, 111°28_W, Gulf of California",Fungal diversity in deep oceans,0.0078540,1,7.85398E-07,0.003472222,0,1,30,3,0,0,3,10.1073/pnas.062186399,plot_res; samp_duration; study_duration; study_span,Gulf of California,,,,,,,,,,
Ahmed,Biogeosciences,10.5194/bg-10-5627-2013,2013,field/direct observation,"Haean Basin, Gangwon, South Korea",Use of cesium-137 and fall out radionuclides as qualitative indicators for soil erosion,0.0031669,12,3.80031E-06,0.006944444,0.003472222,0.083333333,30,2,1,1,0,,plot_res; t_btwn_samp; structure,Soil core samples - bulk densities and determine organic and inorganic % carbon concentration,,,,,,,,,,
Ahmed,Agriculture Ecosystems & Environment,10.1016/j.agee.2011.06.018,2011,field/direct observation,"South of Mount Saint-Michel, Brittany, France",Assessing if grassy field margins/corridors in agricultural landscapes facilitate butterfly movement,3848.4510006,3,1.1545353,0.375,1,1.125,92,2,3,1,0,,plot_res; samp_duration; t_twn_samp; study_duration,medow and GFM surveys for M. jurtina movement,,,,,,,,,,
Ahmed,American Naturalist,10.1086/504603,2006,field/direct observation,"Washington, Oregon & California, USA","relationship between regional and local species richness in marine intertidal ecosystems in western coast, USA",0.2500000,4320,0.108,0.006944444,365,150,1825,3,1,2,3,,samp_duration; t_btwn_samp; study_duration,"designation of regional and local plots - sampling all species and assign trophic status - Note - should this have nested regional and local effects, or just single effect?",,,,,,,,,,
Ahmed,Oikos,10.1111/j.1600-0706.2010.18766.x,2010,field/direct observation,"Alaska, USA; Canada; Svalbard, Norway",Arctic fox - genetic diversity and connectivity in Circumpolar region ,0.0312420,1507,0.004708169,0.010416667,2,15.69791667,365,0,0,1,0,10.1111/j.1365-294X.2007.03381.x,plot_res; sampled_area; samp_duration; t_btwn_samp; study_duration; study_span; function; composition,"Carmichael et al., 2007 (Alaska, Canada, Svalbard)",,,,,,,,,,
Ahmed,Oikos,10.1111/j.1600-0706.2010.18766.x,2010,field/direct observation,Iceland,Arctic fox - genetic diversity and connectivity in Circumpolar region ,0.0312420,108,0.000337414,0.013888889,0.208333333,1.5,2922,0,0,1,0,10.1111/j.1095-8312.2009.01172.x,plot_res; sampled_area; samp_duration; t_btwn_samp; study_duration; study_span; function; composition,"Noren et al., 2009 (Iceland)",,,,,,,,,,
Ahmed,Oikos,10.1111/j.1600-0706.2010.18766.x,2010,field/direct observation,"Scandinavia; Kola, Nish Pesha & Amderma, Russia",Arctic fox - genetic diversity and connectivity in Circumpolar region ,0.0312420,128,0.000399898,0.010416667,0.208333333,1.333333333,5478,0,0,1,0,10.1111/j.1365-294X.2006.02983.x,plot_res; sampled_area; samp_duration; t_btwn_samp; study_duration; study_span; function; composition,"Dalen et al., 2006 (Scandinavia & Kola)",,,,,,,,,,
Ahmed,Oikos,10.1111/j.1600-0706.2010.18766.x,2010,field/direct observation,"Scandinavia; Kola, Nish Pesha & Amderma, Russia",Arctic fox - genetic diversity and connectivity in Circumpolar region ,0.0312420,10,0.000031242,0.003472222,2.5,0.034722222,365,0,0,1,0,10.1111/j.1095-8312.2005.00415.x,plot_res; sampled_area; samp_duration; t_btwn_samp; study_duration; study_span; function; composition,"Dalen et al., 2005 (Nish Pesha & Amderma)",,,,,,,,,,
Ahmed,Oikos,10.1111/j.1600-0706.2010.18766.x,2010,field/direct observation,"Yamal, Taimyr and Wrangel Islands, Russia; Kangerlussuaq, Scoresbysund, Siorpaluk, Thule, Nanortalik and Quaqortoq, Greenland",Arctic fox - genetic diversity and connectivity in Circumpolar region ,0.0312420,81,0.00025306,0.003472222,2,0.28125,365,0,0,1,0,,plot_res; sampled_area; samp_duration; t_btwn_samp; study_duration; study_span; function; composition,Unpublished studies from Siberia and Greeland,,,,,,,,,,
Ahmed,Biological Conservation,10.1016/j.biocon.2006.10.041,2006,automated data collection,"Yellowstone National Park, Wyoming and Montana, USA",,0.5156200,44,0.002268728,0.000694444,11.46,3.988194444,2283,1,1,0,0,,"plot_res; samp_duration, study_duration; composition",Pronghorn goat telemetry data,,,,,,,,,,
Ahmed,Landscape Ecology,10.1007/s10980-013-9847-3,2013,field/direct observation,"Sierra de Guadarrama, Spain",Analysis of P. apollo abundance by creating a GLM model derived from field data,2500.0000000,90,22.5,0.020833333,14,17.58333333,822,0,1,0,0,,samp_duration,P. apollo count,,,,,,,,,,
Ahmed,Landscape Ecology,10.1007/s10980-013-9847-3,2013,field/direct observation,"Sierra de Guadarrama, Spain",Analysis of P. apollo abundance by creating a GLM model derived from field data,0.2500000,20,0.0005,0.006944444,365,0.277777778,822,2,2,0,1,,samp_duration; t_btwn_samp,"Sedum Speices - % cover, bare ground shrub & vegetation height",,,,,,,,,,
Chang,Oecologia,10.1007/s00442-009-1319-8,2009,field/direct observation,Japan (Erimo),Hynobius retardatus,80.0000000,8,0.064000,0.25,15.5,2,56,3,1,0,0,http://www.bioone.org/doi/pdf/10.2108/zsj.19.703,plot_res\sampled_area\samp_duration,"Experimental, but has field component",,,,,,,,,,
Chang,American Naturalist,http://dx.doi.org.proxy-bc.researchport.umd.edu/10.5061/dryad.73fr5.,2013,field/direct observation,Florida,Poecilia latipinna,24.0000000,17,0.0408,0.041666667,365,0.708333333,7300,3,1,1,0,http://www.jstor.org/stable/2408916,plot_res\sampled_area\samp_duration,"Genetic study, but has field component",,,,,,,,,,
Chang,American Naturalist,http://dx.doi.org.proxy-bc.researchport.umd.edu/10.5061/dryad.73fr5.,2013,field/direct observation,Florida,Poecilia latipinna,24.0000000,16,0.0384,0.041666667,0,0.666666667,7300,3,1,1,0,http://www.jstor.org/stable/2408916,plot_res\sampled_area\samp_duration,"Genetic study, but has field component",,,,,,,,,,
Chang,Global Change Biology,10.1111/j.1365-2486.2008.01799.x,2009,field/direct observation,Kenya,Porite growth anomaly,0.0491000,51,0.000250,0.041666667,0,2.125,1095,3,2,2,1,,sample_duration\study_duration,"Number of sites were given in a range, I used the average of the range.",,,,,,,,,,
Chang,Global Change Biology,10.1111/j.1365-2486.2008.01799.x,2009,field/direct observation,Kenya,Benthic cover,10.0000000,11,0.011000,0.041666667,0,0.458333333,1095,3,2,2,1,,sample_duration\study_duration,"Number of sites were given in a range, I used the average of the range.",,,,,,,,,,
Chang,Global Change Biology,10.1111/j.1365-2486.2008.01799.x,2009,field/direct observation,Kenya,Seawater,0.3192780,24,0.000766,0.041666667,30,1,1095,3,2,2,1,,plot_res\sample_duration\study_duration\t_btw_samp,"Number of sites were given in a range, I used the average of the range.",,,,,,,,,,
Chang,Proceedings of the Royal Society B-Biological Sciences,10.1098/rspb.2007.0424,2007,field/direct observation,Kenya,Lamprotornis superbus,200000000.0000000,476,9520000,1,2,476,1460,3,0,1,0,,plot_res\n_sites\sampled_area\study_duration,,,,,,,,,,,
Chang,Ecosystems,10.1007/s10021-003-0127-y,2004,field/direct observation,New York,Soil Sampling,2.2500000,100,0.0225,0.5,0,50,30,3,2,2,1,,plot_res\n_sites\sampled_area\samp_duration\study_span,Number of sites were not provided: best estimate made,,,,,,,,,,
Chang,Ecosystems,10.1007/s10021-003-0127-y,2004,field/direct observation,New York,Lysimeter Sampling,0.1600000,400,0.0064,0.5,730,200,730,3,2,2,1,,plot_res\n_sites\sampled_area\samp_duration\study_span,Number of sites were not provided: best estimate made,,,,,,,,,,
Chang,Behavioral Ecology,doi:10.1093/beheco/art072,2013,field/direct observation,Canada,Lepomis macrochirus,0.9570720,5,0.000478536,0.5,1,2.5,730,3,0,1,0,,plot_res\n_sites\sampled_area\samp_duration,Number of sites were not provided: best estimate made,,,,,,,,,,
Chang,Behavioral Ecology,doi:10.1093/beheco/art073,2013,field/direct observation,Canada,Lepomis macrochirus,0.0300000,20,0.00006,0.5,1,10,730,3,0,1,0,,plot_res\n_sites\sampled_area\samp_duration,Number of sites were not provided: best estimate made,,,,,,,,,,
Chang,Global Change Biology,doi: 10.1111/j.1365-2486.2010.02356.x,2011,remote sensing,Fiji,L. scabra,314.1600000,1,0.031416,30,7,30,365,2,1,1,0,,plot_res\sample_duration\study_duration\t_btw_samp\study_duration\study_span,,,,,,,,,,,
Chang,Ecosystems,10.1007/s10021-012-9621-4,2013,field/direct observation,Tanzania,Soil,0.0310000,258,0.0007998,0.5,1,30,365,3,2,2,0,,plot_res\sample_duration\study_duration\t_btw_samp\study_duration\study_span,,,,,,,,,,,
Chang,Global Change Biology,10.1111/j.1365-2486.2011.02433.x,2011,remote sensing,Alaska,CO_,3.3000000,187,617.1,0.25,7,39,182.5,0,1,1,0,,plot_res\sample_duration\study_duration\t_btw_samp\study_span,,,,,,,,,,,
Chang,Biological Conservation,10.1016/j.biocon.2011.11.008,2012,field/direct observation,Solomon Islands ,Understory plant diversity,250.0000000,48,1.2,0.5,7,336,60,3,2,2,3,,plot_res\sample_duration\study_duration\t_btw_samp\study_duration\study_span,,,,,,,,,,,
Chang,Global Change Biology,10.1111/j.1365-2486.2006.01197.x,2006,field/direct observation,China,CO2 and H2O flux,3140000.0000000,1,314,1,0.020833333,1,730,1,3,3,0,,n_sites\sampled_area\sample_duration\study_duration\t_btw_samp\study_duration\study_span,,,,,,,,,,,
Chang,Biology Letters,10.1098/rsbl.2009.0872,2010,field/direct observation,Scotland,Trout,22.8600000,9,0.020574,1,365,9,3285,1,0,0,0,,plot_res\sample_duration\study_duration\t_btw_samp\study_duration,,,,,,,,,,,
Chang,Journal of Ecology,10.1111/j.1365-2745.2010.01687.x,2010,field/direct observation,Luxembourg,Plant species,1.0000000,80,0.008,1,0,80,92,3,2,1,2,,samp_duration\t_btwn_samp,,,,,,,,,,,
Chang,Biogeosciences,10.5194/bg-6-439-2009,2009,field/direct observation,Atlantic Ocean,Anthropogenic Carbon,0.0464000,3708,0.01720512,0.041666667,1,154.5,33,0,1,1,0,http://cchdo.ucsd.edu/data/7444/a5repeat.pdf,samp_duration\t_btwn_samp,http://cdiac.ornl.gov/ftp/oceans/a14a13woce/Rios2003JGR108.pdf,,,,,,,,,,
Chang,Biogeosciences,10.5194/bg-6-439-2010,2009,field/direct observation,Atlantic Ocean,Anthropogenic Carbon,0.0400000,856,0.003424,0.041666667,1,35.66666666,80,0,1,1,0,10.1029/2000JC000366,samp_duration\t_btwn_samp,,,,,,,,,,,
Chang,Biogeosciences,10.5194/bg-6-439-2011,2009,field/direct observation,Atlantic Ocean,Anthropogenic Carbon,0.0400000,1400,0.0056,0.041666667,1,58.33333332,242,0,1,1,0,10.1029/2005GB002669,n_sites\samp_duration\t_btwn_samp,,,,,,,,,,,
Chang,Biogeosciences,10.5194/bg-6-439-2012,2009,field/direct observation,Atlantic Ocean,Anthropogenic Carbon,0.0400000,5011,0.020044,0.041666667,1,208.7916666,70,0,1,1,0,http://cdiac.ornl.gov/oceans/ndp_085/,samp_duration\t_btwn_samp,http://cdiac.ornl.gov/oceans/ndp_085/,,,,,,,,,,
Chang,Biological Conservation,10.1016/j.biocon.2011.12.002,2012,field/direct observation,North Sea/Baltic Sea,Bird Species,30000.0000000,1,3,1,0.000694444,1,5110,1,1,0,1,,plot_res\sample_duration\study_duration\study_duration,,,,,,,,,,,
Chang,Oecologia,10.1007/s00442-008-1108-9,2008,field/direct observation,Hawaii,Ferns,100.0000000,4,0.04,0.5,0,30,365,3,1,1,1,,plot_res\sampled_area\samp_duration\t_btwn_samp\study_duration\study_span,This paper did not provide much data to extract- several fields are pure estimates,,,,,,,,,,
Chang,Biological Conservation,10.1016/j.biocon.2009.11.018,2010,other geographic data,Global,Human Footprint,598000.0000000,21186,1266922.8,1,0,21186,365,1,1,1,0,,samp_duratiion\t_Btwn_Samp\study_duration\study_span,,,,,,,,,,,
Chang,Biological Conservation,10.1016/j.biocon.2009.11.019,2010,other geographic data,Global,Human Footprint,1079000.0000000,11702,1262645.8,1,0,11702,365,1,1,1,0,,samp_duratiion\t_Btwn_Samp\study_duration\study_span,,,,,,,,,,,
Chang,Frontiers in Ecology and the Environment,http://dx.doi.org/10.1890/080192,2009,remote sensing,China,Panda Habitat,6093000.0000000,4,2437.2,1,0,4,1095,1,1,1,1,,n_sites\samp_duratiion\t_Btwn_Samp\study_duration,,,,,,,,,,,
Chang,Global Change Biology,10.1111/j.1365-2486.2011.02448.x,2011,field/direct observation,Panama,CO_ and CH4 fluxes,0.4536000,12,0.00054432,0.041666667,0.041666667,0.5,365,1,2,1,0,,t_btwn_samp\study_span,,,,,,,,,,,
